customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,predicted_purchases_90d,prob_alive,clv_90d,clv_180d,clv_365d,age,product_type,acquisition_channel
cust_0075,14,402,735.1,5,2,1,5-2-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,57,Loan,Branch
cust_0076,199,575,19056.33,2,3,5,2-3-5,At Risk,0.0,0.0,0.0,0.0,0.0,19,Loan,Branch
cust_0080,262,317,14299.71,1,2,4,1-2-4,Hibernating,105.725,0.999,1490884.8,2874241.44,5790186.18,41,Investment,Referral
cust_0083,74,739,2045.73,4,4,1,4-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,25,Savings Account,Mobile App
cust_0085,266,603,3619.49,1,4,1,1-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,29,Savings Account,Mobile App
cust_0087,145,41,8544.82,2,1,3,2-1-3,Hibernating,0.0,0.0,0.36,0.7,1.4,63,Loan,Web
cust_0088,133,884,801.02,3,5,1,3-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,30,Investment,Referral
cust_0093,33,401,11400.87,5,2,3,5-2-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,36,Credit Card,Web
cust_0095,178,110,15487.59,2,1,4,2-1-4,Hibernating,0.0,0.0,0.0,0.0,0.0,60,Credit Card,Web
cust_0099,3,817,7820.67,5,5,3,5-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,39,Savings Account,Mobile App
cust_0100,53,505,8018.21,4,3,3,4-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,41,Savings Account,Mobile App
cust_0104,153,719,13975.22,2,4,4,2-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,44,Investment,Referral
cust_0108,62,696,13608.13,4,4,4,4-4-4,Champions,0.0,0.0,0.0,0.0,0.0,40,Savings Account,Mobile App
cust_0110,63,953,35.12,4,5,1,4-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,24,Savings Account,Mobile App
cust_0112,68,179,6127.24,4,1,2,4-1-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,16,Insurance,Agent
cust_0113,225,932,3940.67,1,5,2,1-5-2,At Risk,0.0,0.0,0.0,0.0,0.0,59,Investment,Branch
cust_0114,335,47,5370.25,1,1,2,1-1-2,Lost,12.37,0.995,66192.07,128236.11,260276.94,23,Loan,Web
cust_0116,46,896,9496.18,4,5,3,4-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,26,Investment,Branch
cust_0117,95,18,1396.34,3,1,1,3-1-1,Potential Loyal,0.379,0.035,537.86,1026.12,2037.41,66,Savings Account,Mobile App
cust_0120,247,897,5922.36,1,5,2,1-5-2,At Risk,0.0,0.0,0.0,0.0,0.0,50,Investment,Branch
cust_0122,292,740,8101.78,1,4,3,1-4-3,At Risk,0.0,0.0,0.0,0.0,0.0,48,Savings Account,Mobile App
cust_0123,214,656,5687.73,1,4,2,1-4-2,At Risk,0.0,0.0,0.0,0.0,0.0,20,Savings Account,Mobile App
cust_0126,93,736,17721.52,3,4,5,3-4-5,Loyal,0.0,0.0,0.0,0.0,0.0,56,Investment,Branch
cust_0127,6,78,4191.55,5,1,2,5-1-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,43,Investment,Referral
cust_0130,74,282,12618.76,4,2,4,4-2-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,23,Credit Card,Mobile App
cust_0133,152,159,12367.82,2,1,4,2-1-4,Hibernating,32.974,0.383,402907.98,768694.71,1526324.36,48,Savings Account,Mobile App
cust_0134,263,315,17564.84,1,2,5,1-2-5,Hibernating,0.0,0.0,0.0,0.0,0.0,63,Insurance,Agent
cust_0137,149,667,7555.17,2,4,2,2-4-2,At Risk,0.0,0.0,0.0,0.0,0.0,52,Loan,Branch
cust_0138,214,155,2739.97,1,1,1,1-1-1,Lost,1.224,0.021,3312.4,6370.0,12785.97,50,Credit Card,Mobile App
cust_0140,281,713,15033.55,1,4,4,1-4-4,At Risk,211.315,0.958,3129621.08,6041720.62,12195811.13,55,Insurance,Agent
cust_0141,95,467,4776.09,3,3,2,3-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,37,Savings Account,Mobile App
cust_0143,143,852,17449.92,2,5,5,2-5-5,At Risk,0.0,0.0,0.0,0.0,0.0,50,Savings Account,Mobile App
cust_0145,52,853,4784.81,4,5,2,4-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,50,Savings Account,Mobile App
cust_0146,17,116,5263.17,5,1,2,5-1-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,52,Loan,Web
cust_0147,218,665,4818.35,1,4,2,1-4-2,At Risk,0.0,0.0,0.0,0.0,0.0,62,Credit Card,Web
cust_0149,292,842,16826.11,1,5,5,1-5-5,At Risk,0.0,0.0,0.0,0.0,0.0,18,Savings Account,Mobile App
cust_0150,201,630,3414.93,2,4,1,2-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,16,Investment,Referral
cust_0151,82,710,11241.48,4,4,3,4-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,20,Savings Account,Mobile App
cust_0152,128,912,1555.63,3,5,1,3-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,41,Savings Account,Mobile App
cust_0153,80,465,18990.93,4,3,5,4-3-5,Loyal,0.0,0.0,0.0,0.0,0.0,29,Credit Card,Web
cust_0155,156,183,18064.02,2,1,5,2-1-5,Hibernating,0.0,0.0,0.0,0.0,0.0,42,Savings Account,Mobile App
cust_0158,242,165,17074.55,1,1,5,1-1-5,Hibernating,0.0,0.0,0.0,0.0,0.0,30,Savings Account,Mobile App
cust_0160,82,747,1868.02,4,4,1,4-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,57,Credit Card,Mobile App
cust_0161,44,825,331.44,4,5,1,4-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,28,Loan,Web
cust_0163,221,690,2370.75,1,4,1,1-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,47,Credit Card,Web
cust_0164,149,502,14505.5,2,3,4,2-3-4,At Risk,0.0,0.0,0.0,0.0,0.0,54,Savings Account,Mobile App
cust_0165,124,794,11144.57,3,5,3,3-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,64,Investment,Referral
cust_0166,1,562,10523.76,5,3,3,5-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,67,Savings Account,Mobile App
cust_0167,183,586,5064.82,2,3,2,2-3-2,At Risk,0.0,0.0,0.0,0.0,0.0,47,Savings Account,Mobile App
cust_0169,97,342,4138.89,3,2,2,3-2-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,45,Credit Card,Web
cust_0170,21,699,8011.54,5,4,3,5-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,52,Loan,Web
cust_0174,32,807,9835.32,5,5,3,5-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,30,Loan,Web
cust_0179,52,943,6709.71,4,5,2,4-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,47,Savings Account,Mobile App
cust_0183,186,494,4369.66,2,3,2,2-3-2,At Risk,0.0,0.0,0.0,0.0,0.0,43,Investment,Referral
cust_0184,162,621,12635.24,2,4,4,2-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,17,Savings Account,Mobile App
cust_0187,33,849,16724.34,5,5,5,5-5-5,Champions,0.0,0.0,0.0,0.0,0.0,68,Credit Card,Web
cust_0188,19,77,9986.68,5,1,3,5-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,21,Credit Card,Web
cust_0189,121,977,13053.46,3,5,4,3-5-4,Loyal,0.0,0.0,0.0,0.0,0.0,43,Savings Account,Mobile App
cust_0191,293,320,16074.2,1,2,5,1-2-5,Hibernating,0.0,0.0,0.0,0.0,0.0,59,Investment,Referral
cust_0192,215,787,12766.41,1,4,4,1-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,59,Investment,Referral
cust_0194,280,296,6850.04,1,2,2,1-2-2,Lost,0.0,0.0,0.0,0.0,0.0,45,Savings Account,Mobile App
cust_0195,54,680,19786.43,4,4,5,4-4-5,Champions,0.0,0.0,0.0,0.0,0.0,26,Savings Account,Mobile App
cust_0196,21,751,3938.24,5,4,1,5-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,43,Loan,Branch
cust_0200,42,805,7451.68,4,5,2,4-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,16,Loan,Web
cust_0202,28,834,7239.68,5,5,2,5-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,67,Savings Account,Mobile App
cust_0204,127,907,19217.65,3,5,5,3-5-5,Loyal,0.0,0.0,0.0,0.0,0.0,56,Loan,Web
cust_0207,93,854,8725.03,3,5,3,3-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,21,Loan,Web
cust_0208,35,192,2208.2,5,1,1,5-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,23,Savings Account,Mobile App
cust_0209,92,680,5341.66,3,4,2,3-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,42,Savings Account,Mobile App
cust_0211,14,117,9740.72,5,1,3,5-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,52,Loan,Web
cust_0216,278,92,5974.09,1,1,2,1-1-2,Lost,0.0,0.0,0.14,0.27,0.55,39,Savings Account,Mobile App
cust_0217,144,762,12309.23,2,4,4,2-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,30,Loan,Branch
cust_0223,12,990,752.18,5,5,1,5-5-1,Loyal,0.0,0.0,0.0,0.0,0.0,67,Credit Card,Mobile App
cust_0224,71,391,16307.27,4,2,5,4-2-5,Potential Loyal,0.0,0.0,0.0,0.0,0.0,64,Savings Account,Mobile App
cust_0225,184,248,2573.82,2,2,1,2-2-1,Lost,3.502,0.031,8894.23,17039.81,34022.44,64,Savings Account,Mobile App
cust_0226,104,613,7367.1,3,4,2,3-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,67,Insurance,Agent
cust_0227,11,848,9548.78,5,5,3,5-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,27,Credit Card,Mobile App
cust_0229,225,702,14516.06,1,4,4,1-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,17,Loan,Web
cust_0231,273,142,5914.47,1,1,2,1-1-2,Lost,0.001,0.0,3.72,7.2,14.57,64,Credit Card,Web
cust_0232,54,236,1043.54,4,2,1,4-2-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,52,Credit Card,Web
cust_0234,247,276,7057.02,1,2,2,1-2-2,Lost,0.0,0.0,0.02,0.03,0.07,32,Savings Account,Mobile App
cust_0235,153,386,17795.6,2,2,5,2-2-5,Hibernating,0.0,0.0,0.0,0.0,0.0,64,Loan,Branch
cust_0237,159,449,14356.0,2,3,4,2-3-4,At Risk,0.0,0.0,0.0,0.0,0.0,17,Savings Account,Mobile App
cust_0238,106,290,18791.9,3,2,5,3-2-5,Potential Loyal,0.0,0.0,0.0,0.0,0.0,43,Loan,Web
cust_0241,276,655,11352.31,1,4,3,1-4-3,At Risk,0.0,0.0,0.0,0.0,0.0,52,Insurance,Agent
cust_0242,73,183,10873.47,4,1,3,4-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,47,Investment,Referral
cust_0243,43,44,11700.55,4,1,3,4-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,48,Credit Card,Mobile App
cust_0244,194,754,2944.93,2,4,1,2-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,16,Savings Account,Mobile App
cust_0249,133,475,2347.1,3,3,1,3-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,41,Investment,Referral
cust_0252,103,288,18895.29,3,2,5,3-2-5,Potential Loyal,0.0,0.0,0.0,0.0,0.0,47,Investment,Referral
cust_0255,108,688,7052.1,3,4,2,3-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,32,Credit Card,Web
cust_0257,298,315,3815.14,1,2,1,1-2-1,Lost,0.0,0.0,0.0,0.0,0.0,39,Loan,Web
cust_0259,25,437,14361.43,5,3,4,5-3-4,Loyal,0.0,0.0,0.0,0.0,0.0,67,Savings Account,Mobile App
cust_0261,230,232,5288.7,1,2,2,1-2-2,Lost,0.0,0.0,0.02,0.04,0.07,21,Insurance,Agent
cust_0264,9,873,4925.29,5,5,2,5-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,63,Investment,Referral
cust_0266,119,611,14403.83,3,4,4,3-4-4,Loyal,0.0,0.0,0.0,0.0,0.0,48,Loan,Web
cust_0267,91,213,12361.89,3,2,4,3-2-4,Potential Loyal,0.0,0.0,4.31,8.13,15.91,24,Loan,Branch
cust_0268,172,921,13890.77,2,5,4,2-5-4,At Risk,0.0,0.0,0.0,0.0,0.0,21,Credit Card,Mobile App
cust_0269,211,838,4294.41,1,5,2,1-5-2,At Risk,0.0,0.0,0.0,0.0,0.0,31,Savings Account,Mobile App
cust_0271,116,967,11931.57,3,5,4,3-5-4,Loyal,0.0,0.0,0.0,0.0,0.0,18,Investment,Branch
cust_0272,288,829,7328.8,1,5,2,1-5-2,At Risk,0.0,0.0,0.0,0.01,0.01,35,Investment,Referral
cust_0275,55,791,9870.91,4,5,3,4-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,41,Credit Card,Web
cust_0277,77,751,3627.78,4,4,1,4-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,34,Loan,Web
cust_0278,61,331,10818.79,4,2,3,4-2-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,35,Loan,Branch
cust_0280,92,647,9225.8,3,4,3,3-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,22,Investment,Referral
cust_0283,130,770,16374.36,3,4,5,3-4-5,Loyal,0.0,0.0,0.0,0.0,0.0,48,Savings Account,Mobile App
cust_0284,248,693,12595.1,1,4,4,1-4-4,At Risk,0.0,0.0,0.0,0.0,0.0,55,Credit Card,Web
cust_0285,121,532,14332.57,3,3,4,3-3-4,Loyal,0.0,0.0,0.0,0.0,0.0,54,Savings Account,Mobile App
cust_0287,161,431,14882.39,2,3,4,2-3-4,At Risk,0.0,0.0,0.0,0.0,0.0,55,Credit Card,Web
cust_0291,217,723,1513.42,1,4,1,1-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,40,Savings Account,Mobile App
cust_0293,64,446,3244.31,4,3,1,4-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,38,Credit Card,Mobile App
cust_0294,212,527,612.57,1,3,1,1-3-1,At Risk,0.0,0.0,0.0,0.0,0.0,46,Savings Account,Mobile App
cust_0295,120,201,14655.52,3,1,4,3-1-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,45,Credit Card,Web
cust_0296,69,874,4979.8,4,5,2,4-5-2,Loyal,0.0,0.0,0.0,0.0,0.0,57,Loan,Branch
cust_0298,145,604,16456.1,2,4,5,2-4-5,At Risk,0.0,0.0,0.0,0.0,0.0,22,Loan,Web
cust_0301,129,668,12794.41,3,4,4,3-4-4,Loyal,0.0,0.0,0.0,0.0,0.0,63,Credit Card,Web
cust_0302,13,492,6847.17,5,3,2,5-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,67,Credit Card,Web
cust_0306,133,14,2815.44,3,1,1,3-1-1,Potential Loyal,8.904,0.982,25728.45,49038.29,97250.72,63,Credit Card,Web
cust_0307,62,746,5361.53,4,4,2,4-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,27,Savings Account,Mobile App
cust_0308,161,211,1068.59,2,2,1,2-2-1,Lost,111.781,0.997,117905.71,225031.23,447037.52,20,Loan,Branch
cust_0309,26,801,11904.22,5,5,4,5-5-4,Champions,0.0,0.0,0.0,0.0,0.0,52,Savings Account,Mobile App
cust_0311,189,251,15137.08,2,2,4,2-2-4,Hibernating,0.0,0.0,0.0,0.0,0.0,24,Savings Account,Mobile App
cust_0312,286,445,4371.32,1,3,2,1-3-2,At Risk,0.0,0.0,0.0,0.0,0.0,56,Savings Account,Mobile App
cust_0319,36,77,9909.94,5,1,3,5-1-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,39,Savings Account,Mobile App
cust_0320,7,471,2982.27,5,3,1,5-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,69,Credit Card,Web
cust_0323,333,607,8747.41,1,4,3,1-4-3,At Risk,0.0,0.0,0.32,0.63,1.27,67,Savings Account,Mobile App
cust_0324,41,164,2221.31,4,1,1,4-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,26,Insurance,Agent
cust_0325,32,457,4406.83,5,3,2,5-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,64,Loan,Branch
cust_0330,262,983,10793.1,1,5,3,1-5-3,At Risk,0.0,0.0,0.0,0.0,0.01,35,Credit Card,Mobile App
cust_0331,10,867,9972.18,5,5,3,5-5-3,Loyal,0.0,0.0,0.0,0.0,0.0,50,Loan,Branch
cust_0336,124,815,12290.51,3,5,4,3-5-4,Loyal,0.0,0.0,0.0,0.0,0.0,44,Investment,Referral
cust_0337,118,278,10569.38,3,2,3,3-2-3,Potential Loyal,0.0,0.0,0.0,0.0,0.0,33,Loan,Branch
cust_0338,268,282,7583.86,1,2,2,1-2-2,Lost,0.026,0.0,195.49,377.42,761.95,61,Credit Card,Web
cust_0340,76,518,11113.75,4,3,3,4-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,17,Credit Card,Web
cust_0341,14,304,2831.42,5,2,1,5-2-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,69,Credit Card,Web
cust_0342,106,693,7751.31,3,4,3,3-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,50,Savings Account,Mobile App
cust_0343,176,108,8945.04,2,1,3,2-1-3,Hibernating,0.001,0.0,5.09,9.77,19.56,31,Credit Card,Mobile App
cust_0345,36,205,7035.58,5,1,2,5-1-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,51,Loan,Web
cust_0346,55,233,12895.13,4,2,4,4-2-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,48,Loan,Web
cust_0347,270,937,2756.94,1,5,1,1-5-1,At Risk,0.0,0.0,0.0,0.0,0.0,19,Savings Account,Mobile App
cust_0348,2,457,1318.97,5,3,1,5-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,48,Credit Card,Mobile App
cust_0350,2,939,14617.39,5,5,4,5-5-4,Champions,0.0,0.0,0.0,0.0,0.0,36,Credit Card,Web
cust_0351,61,481,6356.81,4,3,2,4-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,63,Investment,Referral
cust_0353,107,406,2723.53,3,2,1,3-2-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,23,Savings Account,Mobile App
cust_0354,134,840,14146.13,3,5,4,3-5-4,Loyal,0.0,0.0,0.0,0.0,0.0,22,Savings Account,Mobile App
cust_0355,23,508,1415.91,5,3,1,5-3-1,Loyal,0.0,0.0,0.0,0.0,0.0,18,Loan,Web
cust_0358,28,52,5584.22,5,1,2,5-1-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,63,Insurance,Agent
cust_0361,65,390,5094.44,4,2,2,4-2-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,37,Loan,Web
cust_0365,40,912,19112.41,5,5,5,5-5-5,Champions,0.0,0.0,0.0,0.0,0.0,53,Credit Card,Mobile App
cust_0366,23,497,9737.48,5,3,3,5-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,53,Insurance,Agent
cust_0367,177,171,13486.62,2,1,4,2-1-4,Hibernating,0.0,0.0,0.0,0.0,0.0,60,Investment,Referral
cust_0368,264,85,16479.31,1,1,5,1-1-5,Hibernating,0.002,0.0,27.44,53.1,107.57,66,Savings Account,Mobile App
cust_0370,263,857,9633.81,1,5,3,1-5-3,At Risk,0.0,0.0,0.0,0.0,0.0,23,Savings Account,Mobile App
cust_0372,35,155,15618.71,5,1,4,5-1-4,Potential Loyal,0.0,0.0,0.0,0.0,0.0,42,Savings Account,Mobile App
cust_0373,101,492,13727.05,3,3,4,3-3-4,Loyal,0.0,0.0,0.0,0.0,0.0,49,Loan,Web
cust_0374,225,909,9028.29,1,5,3,1-5-3,At Risk,0.0,0.0,0.0,0.0,0.0,36,Savings Account,Mobile App
cust_0377,82,665,139.96,4,4,1,4-4-1,Loyal,0.0,0.0,0.0,0.0,0.0,43,Savings Account,Mobile App
cust_0382,68,801,18734.75,4,5,5,4-5-5,Champions,0.0,0.0,0.0,0.0,0.0,34,Loan,Web
cust_0383,273,658,3930.85,1,4,1,1-4-1,At Risk,0.0,0.0,0.0,0.0,0.0,19,Investment,Referral
cust_0391,189,375,14233.0,2,2,4,2-2-4,Hibernating,0.0,0.0,0.0,0.0,0.0,61,Credit Card,Mobile App
cust_0392,62,87,7559.05,4,1,2,4-1-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,68,Credit Card,Mobile App
cust_0393,19,924,18864.46,5,5,5,5-5-5,Champions,0.0,0.0,0.0,0.0,0.0,21,Loan,Branch
cust_0394,81,623,6519.71,4,4,2,4-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,50,Savings Account,Mobile App
cust_0395,30,110,19670.64,5,1,5,5-1-5,Potential Loyal,0.0,0.0,0.0,0.0,0.0,56,Insurance,Agent
cust_0396,127,583,4116.41,3,3,2,3-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,52,Investment,Referral
cust_0398,13,462,6258.27,5,3,2,5-3-2,Loyal,0.0,0.0,0.0,0.0,0.0,44,Loan,Branch
cust_0401,121,155,2721.65,3,1,1,3-1-1,Potential Loyal,0.0,0.0,0.0,0.0,0.0,68,Investment,Referral
cust_0403,111,317,6232.1,3,2,2,3-2-2,Potential Loyal,0.0,0.0,0.0,0.0,0.0,50,Investment,Referral
cust_0404,9,558,11807.43,5,3,3,5-3-3,Loyal,0.0,0.0,0.0,0.0,0.0,48,Savings Account,Mobile App
cust_0405,222,237,6654.26,1,2,2,1-2-2,Lost,0.0,0.0,0.0,0.0,0.0,67,Investment,Referral
cust_0408,110,481,17477.74,3,3,5,3-3-5,Loyal,0.0,0.0,0.0,0.0,0.0,38,Investment,Referral
cust_0409,136,698,10024.23,3,4,3,3-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,48,Savings Account,Mobile App
cust_0410,108,670,6630.22,3,4,2,3-4-2,Loyal,0.0,0.0,0.0,0.0,0.0,18,Savings Account,Mobile App
cust_0413,15,688,8577.77,5,4,3,5-4-3,Loyal,0.0,0.0,0.0,0.0,0.0,57,Credit Card,Web
cust_0416,261,292,7735.94,1,2,2,1-2-2,Lost,81.868,0.852,624643.63,1204588.23,2427707.8,18,Savings Account,Mobile App
